Adresse;Art;Datum;Preis;Preis2;price
"Mini Prix

Rue de l'Ancien Comté 4, 1635 La Tour-de-Trême";Bleifrei;18.04.2022;2,010 sFr;1,920 sFr;2
"Coop Pronto

Krankenhausstr. 1, 3600 Thun";Bleifrei;12.04.2022;2,010 sFr;1,920 sFr;2
"Gioia

Via San Gottardo 65, 6500 Bellinzona";Bleifrei;21.03.2022;2,010 sFr;1,910 sFr;2
"Coop Pronto

Lindenstrasse, 6000 Luzern";Bleifrei;12.04.2022;2,010 sFr;1,920 sFr;2
"Tamoil

via Paradiso 22, 6924 Sorengo";Bleifrei;21.03.2022;2,010 sFr;1,910 sFr;2
"Garage Abegglen

Hauptstr. 243, 3855 Brienz BE";Bleifrei;12.04.2022;2,010 sFr;1,920 sFr;2
"Coop Pronto

Allmendstr. 49, 2562 Port";Bleifrei;11.03.2022;2,010 sFr;1,840 sFr;2
"BP

Via Clemente Maraini 6, 6900 Lugano";Bleifrei;21.03.2022;2,010 sFr;1,910 sFr;2
"Take 24

Zürcherstr. 62, 8406 Winterthur";Bleifrei;06.03.2022;2,009 sFr;1,969 sFr;2
"BP

Via Cantonale 15, 6815 Melide";Bleifrei;21.03.2022;2,000 sFr;1,900 sFr;2
"Eni

Via Cantonale 31, 6815 Melide";Bleifrei;21.03.2022;2,000 sFr;1,900 sFr;2
"Eni

Riva Paradiso 40, 6900 Paradiso";Bleifrei;21.03.2022;2,000 sFr;1,900 sFr;2
"Agrola

Freiburgstrasse 900, 3174 Thörishaus";Bleifrei;18.04.2022;2,000 sFr;1,910 sFr;2
"Eni

Via Cantonale, 6928 Manno";Bleifrei;21.03.2022;2,000 sFr;1,900 sFr;2
"Mini Prix

Route de Berne 24, 1700 Fribourg";Bleifrei;18.04.2022;2,000 sFr;1,910 sFr;2
"Mini Prix

Route du Stadtberg 1b, 1700 Fribourg";Bleifrei;18.04.2022;2,000 sFr;1,910 sFr;2
"Socar

Ringstr. 17, 8600 Dübendorf";Bleifrei;06.03.2022;2,000 sFr;1,960 sFr;2
"Agrola

Zugerstr. 4, 6403 Küssnacht am Rigi";Bleifrei;12.04.2022;2,000 sFr;1,910 sFr;2
"Oeltrans

Glockentalstr. 37, 3612 Steffisburg";Bleifrei;12.04.2022;2,000 sFr;1,910 sFr;2
"Jura-Garage Peter AG

Jurastr. 15, 3294 Büren an der Aare";Bleifrei;25.04.2022;2,000 sFr;1,890 sFr;2
"Shell

Bielstrassse 50, 4537 Wiedlisbach";Bleifrei;20.04.2022;2,000 sFr;1,910 sFr;2
"BP

Luzernerstr. 44, 6045 Meggen";Bleifrei;12.04.2022;2,000 sFr;1,910 sFr;2
"Agrola

Luzernerstr. 47 , 6045 Meggen";Bleifrei;12.04.2022;2,000 sFr;1,910 sFr;2
"Shell

Gotthardstr. 45 , 6045 Meggen";Bleifrei;12.04.2022;2,000 sFr;1,910 sFr;2
"BP

Langfeldstrasse 1, 4528 Zuchwil";Bleifrei;28.03.2022;2,000 sFr;1,840 sFr;2
"Ruedi Rüssel

Seestr. 41, 3658 Merligen";Bleifrei;12.04.2022;2,000 sFr;1,910 sFr;2
"Coop Pronto

Zürichstr. 70, 8306 Brüttisellen";Bleifrei;06.03.2022;2,000 sFr;1,960 sFr;2
"BP

Via Vedeggio 3, 6928 Manno";Bleifrei;21.03.2022;2,000 sFr;1,900 sFr;2
"Gustoil

Birkenweg 1, 3363 Oberönz";Bleifrei;16.03.2022;2,000 sFr;1,900 sFr;2
"Euro Service

Via Monte Ceneri 11, 6512 Giubiasco";Bleifrei;21.03.2022;2,000 sFr;1,900 sFr;2
"Coop

Hauptstr. 62, 4853 Murgenthal";Bleifrei;04.09.2022;2,000 sFr;1,870 sFr;2
"Bellevue-Garage

Zürcherstrasse 45, 8908 Hedingen";Bleifrei;19.04.2022;1,999 sFr;1,909 sFr;1
"Migrol Service

Via Cantonale, 6934 Bioggio";Bleifrei;21.03.2022;1,990 sFr;1,890 sFr;1
"Migrol Service

Via Cantonale, 6928 Manno";Bleifrei;21.03.2022;1,990 sFr;1,890 sFr;1
"BP

Strada Regina, 6982 Agno";Bleifrei;21.03.2022;1,990 sFr;1,890 sFr;1
"Hergol

Hauptstrasse 56, 6182 Escholzmatt";Bleifrei;12.04.2022;1,990 sFr;1,900 sFr;1
"Tankstop Lammbach Ag

Hauptstr., 3855 Brienz BE";Bleifrei;12.04.2022;1,990 sFr;1,900 sFr;1
"Hergol

Luzernerstr. 26, 6045 Meggen";Bleifrei;12.04.2022;1,990 sFr;1,900 sFr;1
"Migrol

Hauptstrasse 128, 6182 Escholzmatt";Bleifrei;12.04.2022;1,990 sFr;1,900 sFr;1
"oeltrans

Lauenenstr. 2, 3855 Brienz BE";Bleifrei;12.04.2022;1,990 sFr;1,900 sFr;1
"Deitingen-Süd

Deitingen-Süd, 4543 Deitingen";Bleifrei;28.10.2022;1,989 sFr;1,959 sFr;1
"Avia

Süderen, 3618 Süderen";Bleifrei;12.04.2022;1,980 sFr;1,890 sFr;1
"Horber AG

Horben, 9642 Ebnat-Kappel";Bleifrei;06.03.2022;1,980 sFr;1,940 sFr;1
"Agrola

Tanneggerstr. 4, 8374 Dussnang";Bleifrei;08.04.2022;1,980 sFr;1,890 sFr;1
"Landi

Toggenburgstr. 40, 9652 Neu St. Johann";Bleifrei;06.03.2022;1,980 sFr;1,940 sFr;1
"Socar

Willikonerstr. 66, 8618 Oetwil am See";Bleifrei;25.09.2022;1,980 sFr;1,920 sFr;1
"Kreuzgarage

Löwenstr. 1, 8133 Esslingen";Bleifrei;25.09.2022;1,980 sFr;1,920 sFr;1
"Deitingen-Nord

Deitingen-Nord, 4543 Deitingen";Bleifrei;28.10.2022;1,979 sFr;1,949 sFr;1
"Agrola

Bernstrasse, 6144 Zell LU";Bleifrei;12.11.2022;1,975 sFr;1,865 sFr;1
"Agrola TopShop

Schürmatt 3, 6247 Schötz";Bleifrei;13.11.2022;1,975 sFr;1,865 sFr;1
"Socar

Hauptstrasse, 7537 Müstair";Bleifrei;31.10.2022;1,970 sFr;1,940 sFr;1
"Avia

Masanserstr. 133 , 7000 Chur";Bleifrei;08.11.2022;1,970 sFr;1,860 sFr;1
"Eni

Masanserstr. 61, 7000 Chur";Bleifrei;08.11.2022;1,970 sFr;1,860 sFr;1
"Avia

Freiburgstrasse 17, 3175 Flamatt";Bleifrei;18.04.2022;1,970 sFr;1,880 sFr;1
"Avia

Lanthen 191, 3185 Schmitten FR";Bleifrei;18.04.2022;1,970 sFr;1,880 sFr;1
"ABC Garage R. Schlegel

Zugerstr. 30, 6403 Küssnacht am Rigi";Bleifrei;13.11.2022;1,970 sFr;1,860 sFr;1
"Auto Niederhäuser AG

Lanthen 211, 3185 Schmitten FR";Bleifrei;18.04.2022;1,970 sFr;1,880 sFr;1
"Freie Tankstelle

Rue de l'Ancien Comté 104, 1635 La Tour-de-Trême";Bleifrei;18.04.2022;1,970 sFr;1,880 sFr;1
"Shell

Luzernstrasse 4, 4528 Zuchwil";Bleifrei;28.04.2022;1,970 sFr;1,860 sFr;1
"Gustoil

Bernstrasse 7, 4923 Wynau";Bleifrei;04.09.2022;1,970 sFr;1,840 sFr;1
"Eni

Esslingerstr. 39, 8618 Oetwil am See";Bleifrei;25.09.2022;1,970 sFr;1,910 sFr;1
"Landi

Rütimatt 2, 6218 Ettiswil";Bleifrei;12.11.2022;1,970 sFr;1,860 sFr;1
"Migrol

Via Lugano 21, 6982 Agno";Bleifrei;21.03.2022;1,970 sFr;1,870 sFr;1
"Coop Pronto

Zugerstrasse 40 , 6403 Küssnacht am Rigi";Bleifrei;13.11.2022;1,970 sFr;1,860 sFr;1
"Tamoil

Surentalstrasse , 6210 Sursee";Bleifrei;12.11.2022;1,970 sFr;1,860 sFr;1
"Shell-Tankstelle

Vorstatt 28, 6244 Nebikon";Bleifrei;13.11.2022;1,970 sFr;1,860 sFr;1
"Garage Seeholzer

Vorstatt 7, 6244 Nebikon";Bleifrei;13.11.2022;1,970 sFr;1,860 sFr;1
"Socar

Moosgasse, 6210 Sursee";Bleifrei;12.11.2022;1,970 sFr;1,860 sFr;1
"Ben S. Shop & Change

Route de Bellegarde 71, 1284 Chancy";Bleifrei;16.11.2022;1,965 sFr;1,905 sFr;1
"Yvorne-Est

Les Bioleys, autoroute A9, Lausanne, 1853 Yvorne";Bleifrei;28.10.2022;1,960 sFr;1,930 sFr;1
"Self 24h

Freiburgstrasse 31, 3174 Thörishaus";Bleifrei;18.04.2022;1,960 sFr;1,870 sFr;1
"Tamoil

Rte de Fribourg 50, 1724 Le Mouret";Bleifrei;18.04.2022;1,960 sFr;1,870 sFr;1
"BP-Garage Furka

Furkastr. 13, 3904 Naters";Bleifrei;18.04.2022;1,960 sFr;1,870 sFr;1
"Avia

Oberdorf 14, 6166 Hasle LU";Bleifrei;12.04.2022;1,960 sFr;1,870 sFr;1
"Avia

Hauptstr. 39, 6170 Schüpfheim";Bleifrei;12.04.2022;1,960 sFr;1,870 sFr;1
"Avia

Geissenmoos 1, 6196 Marbach LU";Bleifrei;12.04.2022;1,960 sFr;1,870 sFr;1
"Ad Garage

Färzbach 41d, 6197 Schangnau";Bleifrei;12.04.2022;1,960 sFr;1,870 sFr;1
"Mini Prix

Route de Fribourg, 1634 La Roche FR";Bleifrei;18.04.2022;1,960 sFr;1,870 sFr;1
"Garage Le Mouret

Route de Fribourg 8, 1724 Le Mouret";Bleifrei;18.04.2022;1,960 sFr;1,870 sFr;1
"Yvorne-Ouest

Les boileys, Aautoroute A9, 1853 Yvorne";Bleifrei;28.10.2022;1,960 sFr;1,930 sFr;1
"Agrola

Rainstr. 3, 8808 Pfäffikon SZ";Bleifrei;30.04.2022;1,960 sFr;1,850 sFr;1
"Ruedi Rüssel

Weier, 3616 Schwarzenegg";Bleifrei;12.04.2022;1,960 sFr;1,870 sFr;1
"BP Autobahn-Center Glarnerland Ost

Autobahnraststätte Ost A3, 8867 Niederurnen";Bleifrei;15.12.2022;1,960 sFr;1,960 sFr;1
"Ikas Pneu Discount

Allmei 3, 3930 Visp";Bleifrei;18.04.2022;1,960 sFr;1,870 sFr;1
"Avia

Kölliken Süd / A1, 5742 Kölliken";Bleifrei;28.10.2022;1,960 sFr;1,930 sFr;1
"Socar

Kölliken Nord / A1, 5742 Kölliken";Bleifrei;28.10.2022;1,960 sFr;1,930 sFr;1
"BP

Rothenburgstrasse 12, 6020 Emmenbrücke";Bleifrei;19.11.2022;1,960 sFr;1,900 sFr;1
"PK OIL SAGL

Via Piodella 10, 6933 Muzzano";Bleifrei;21.03.2022;1,959 sFr;1,859 sFr;1
"BP Service San Murezzan

Via San Gian 21, 7500 St. Moritz";Bleifrei;17.10.2022;1,950 sFr;1,920 sFr;1
"A9 Relais Du St-Bernard

A9 Relais Du St-Bernard, 1920 Martigny";Bleifrei;28.10.2022;1,950 sFr;1,920 sFr;1
"esca

Via Colombera 38, 6987 Caslano";Bleifrei;21.03.2022;1,950 sFr;1,850 sFr;1
"Eni

Via Colombera 36, 6987 Caslano";Bleifrei;21.03.2022;1,950 sFr;1,850 sFr;1
"Shell

Punt Muragl 1, 7503 Samedan";Bleifrei;16.10.2022;1,950 sFr;1,920 sFr;1
"Coop Pronto

Hindervormüli 15, 6170 Schüpfheim";Bleifrei;12.04.2022;1,950 sFr;1,860 sFr;1
"Kleinfeld-Garage

Hauptstr., 6163 Ebnet";Bleifrei;12.04.2022;1,950 sFr;1,860 sFr;1
"Mini Prix

Rte de la Gruyère 88, 1724 Essert FR";Bleifrei;18.04.2022;1,950 sFr;1,860 sFr;1
"Ruedi Rüssel

Moosrain, 3852 Ringgenberg BE";Bleifrei;12.04.2022;1,950 sFr;1,860 sFr;1
"Ruedi Rüssel

Dorfmatte 52, 6196 Marbach LU";Bleifrei;12.04.2022;1,950 sFr;1,860 sFr;1
"Ruedi Rüssel

Hauptstr., 3852 Ringgenberg BE";Bleifrei;12.04.2022;1,950 sFr;1,860 sFr;1
"Garage de Rosé

rte de Rosé 74, 1754 Rosé";Bleifrei;08.03.2022;1,950 sFr;1,910 sFr;1
"Owi-Land AG

Brünigstr. 200, 6074 Giswil";Bleifrei;24.10.2022;1,950 sFr;1,920 sFr;1
"Eni

Via Colombera 45, 6987 Caslano";Bleifrei;21.03.2022;1,950 sFr;1,850 sFr;1
"Agrola

Mitteldorfstr. 25 , 8475 Ossingen";Bleifrei;21.09.2022;1,949 sFr;1,889 sFr;1
"minor prezzo 24h

Via Carlo Maderno, 6850 Mendrisio";Bleifrei;21.03.2022;1,940 sFr;1,840 sFr;1
"Umbrail Tankstelle

Do Fuschina 102, 7536 Sta. Maria V. M.";Bleifrei;31.10.2022;1,940 sFr;1,910 sFr;1
"Frei Trankstelle

Via Maistra, 7537 Müstair";Bleifrei;31.10.2022;1,940 sFr;1,910 sFr;1
"Shell Kriens Mattenhof

Nidfeldstrasse 10, 6010 Kriens";Bleifrei;01.10.2022;1,940 sFr;1,930 sFr;1
"Coop

Luzernstrasse 24b, 4950 Huttwil";Bleifrei;12.11.2022;1,940 sFr;1,830 sFr;1
"Valora SA

rte de Prilly 2, 1023 Crissier";Bleifrei;07.11.2022;1,940 sFr;1,880 sFr;1
"Avia

Bundesplatz 2, 6003 Luzern";Bleifrei;06.11.2022;1,940 sFr;1,880 sFr;1
"Avia

Tribschenstr. 19, 6005 Luzern";Bleifrei;06.11.2022;1,940 sFr;1,880 sFr;1
"Koller Fahrzeuge AG

Hauptstr., 9656 Alt St. Johann";Bleifrei;03.03.2022;1,940 sFr;1,960 sFr;1
"PARCROM

Cunfin, 7537 Müstair";Bleifrei;31.10.2022;1,940 sFr;1,910 sFr;1
"Shell

Kulm, 7265 Davos Wolfgang";Bleifrei;06.11.2022;1,940 sFr;1,880 sFr;1
"Agrola

Gewerbestrasse 27, 4512 Bellach";Bleifrei;10.05.2022;1,940 sFr;1,800 sFr;1
"Coop

Bielstrasse, 3250 Lyss";Bleifrei;06.06.2022;1,940 sFr;1,600 sFr;1
"Migrol

Hauptstr. 241a, 3852 Ringgenberg BE";Bleifrei;12.04.2022;1,940 sFr;1,850 sFr;1
"BP

Staldenhof, 6000 Luzern";Bleifrei;14.11.2022;1,940 sFr;1,830 sFr;1
"Coop Pronto

Kantonsstr. 300, 3902 Glis";Bleifrei;18.04.2022;1,940 sFr;1,850 sFr;1
"Autobahntankstelle Gunzgen-Nord

Autobahntankstelle Gunzgen-Nord, 4617 Gunzgen";Bleifrei;28.10.2022;1,940 sFr;1,910 sFr;1
"Spuntino

San Bastiaun 55, 7503 Samedan";Bleifrei;16.10.2022;1,940 sFr;1,910 sFr;1
"Avia

Landenbergst. 35, 6000 Luzern";Bleifrei;06.11.2022;1,940 sFr;1,880 sFr;1
"Socar Grauholz

Grauholz Süd A1, 3063 Ittigen";Bleifrei;28.10.2022;1,930 sFr;1,900 sFr;1
"Tamoil

Avenue du Simplon 27, 1890 St-Maurice";Bleifrei;18.04.2022;1,930 sFr;1,840 sFr;1
"Shell Glarnerland

Autobahnraststätte West A3, 8867 Niederurnen";Bleifrei;15.12.2022;1,930 sFr;1,930 sFr;1
"Freie Tankstelle

Furkastrasse 401, 3998 Gluringen";Bleifrei;28.10.2022;1,930 sFr;1,900 sFr;1
"Midland

Bahnhofstr 9, 3672 Oberdiessbach";Bleifrei;25.03.2022;1,930 sFr;1,770 sFr;1
"Shell

Bielstr. 89, 4500 Solothurn";Bleifrei;10.05.2022;1,930 sFr;1,790 sFr;1
"Migrol

Baselstrasse 30, 4500 Solothurn";Bleifrei;10.05.2022;1,930 sFr;1,790 sFr;1
"BP

Römerstr. 8, 4512 Bellach";Bleifrei;10.05.2022;1,930 sFr;1,790 sFr;1
"Coop Pronto

Gurzelenstr. 2, 4512 Bellach";Bleifrei;10.05.2022;1,930 sFr;1,790 sFr;1
"Avia

Bielstr. 7, 4512 Bellach";Bleifrei;10.05.2022;1,930 sFr;1,790 sFr;1
"Avia

Via Cantonale 51, 6983 Magliaso";Bleifrei;21.03.2022;1,930 sFr;1,830 sFr;1
"BP Heidiland

Autobahn A13, 7304 Maienfeld";Bleifrei;15.12.2022;1,930 sFr;1,930 sFr;1
"Ruedi Rüssel

Höheweg 199, 3800 Interlaken";Bleifrei;10.09.2022;1,930 sFr;1,800 sFr;1
"Oeltrans

Hauptstr. 82, 3852 Ringgenberg BE";Bleifrei;12.04.2022;1,930 sFr;1,840 sFr;1
"BP Thurau

Raststätte Thurau, 9523 Züberwagen";Bleifrei;12.10.2022;1,930 sFr;1,900 sFr;1
"Flueckiger S Ag

Huttwilstrasse, 4944 Auswil";Bleifrei;12.11.2022;1,930 sFr;1,820 sFr;1
"Pneuhaus Gettnau

Dorfstrasse, 6142 Gettnau";Bleifrei;12.11.2022;1,930 sFr;1,820 sFr;1
"Shell

Prätigauerstrasse, 7302 Landquart";Bleifrei;06.11.2022;1,930 sFr;1,870 sFr;1
"Schlossgarage Furrer AG

Esslingerstr. 2, 8627 Grüningen";Bleifrei;24.09.2022;1,930 sFr;1,870 sFr;1
"Oil

Binzikerstr. 22, 8627 Grüningen";Bleifrei;24.09.2022;1,930 sFr;1,870 sFr;1
"Angelini Hoch- und Tiefbau

Serlas, 7525 S-chanf";Bleifrei;16.10.2022;1,930 sFr;1,900 sFr;1
"Avia

Moosbachstr. 9, 4911 Schwarzhäusern";Bleifrei;13.11.2022;1,930 sFr;1,820 sFr;1
"Tamoil

Luzernstr. 33, 6144 Zell LU";Bleifrei;12.11.2022;1,930 sFr;1,820 sFr;1
"Avia

Seestrasse 36, 3800 Unterseen";Bleifrei;12.04.2022;1,929 sFr;1,839 sFr;1
"San Gotthardo Sud 

A2 Gotthard - Ciasso, 6776 Piotta";Bleifrei;16.01.2022;1,925 sFr;2,055 sFr;1
"Migrol Service La Punt 

Via Chantunela 4, 7522 La Punt-Chamues-ch";Bleifrei;16.10.2022;1,920 sFr;1,890 sFr;1
"Eni

San Roc, 7532 Tschierv";Bleifrei;31.10.2022;1,920 sFr;1,890 sFr;1
"Grenz Shop

Chasa 241, 7560 Martina";Bleifrei;06.11.2022;1,920 sFr;1,860 sFr;1
"Ruedi Rüssel

Baslerstr. 77, 4600 Olten";Bleifrei;06.04.2022;1,920 sFr;1,790 sFr;1
"NAIRS

Nairs 160, 7550 Scuol";Bleifrei;06.11.2022;1,920 sFr;1,860 sFr;1
"Agrola

Bahnhofstr. 53, 6285 Hitzkirch";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Socar

Via Colombera 24, 6987 Caslano";Bleifrei;21.03.2022;1,920 sFr;1,820 sFr;1
"Socar

Baldeggstr. 18, 6280 Hochdorf";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Quick Service

Via Colombera 10, 6987 Caslano";Bleifrei;21.03.2022;1,920 sFr;1,820 sFr;1
"BP Service Crissier

rte de Prilly 29, 1023 Crissier";Bleifrei;18.11.2022;1,920 sFr;1,860 sFr;1
"Texon

Via Cantonale, 6987 Caslano";Bleifrei;21.03.2022;1,920 sFr;1,820 sFr;1
"Tamoil

Luzernstr. 33, 6280 Hochdorf";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Coop Pronto

Toggenburgerstr. 103 , 9500 Wil SG";Bleifrei;16.11.2022;1,920 sFr;1,860 sFr;1
"Shell

Toggenburgerstr. 129 , 9500 Wil SG";Bleifrei;16.11.2022;1,920 sFr;1,860 sFr;1
"Avia

Toggenburgerstr. 28, 9532 Rickenbach b. Wil";Bleifrei;16.11.2022;1,920 sFr;1,860 sFr;1
"Shell

Wilerstr. 208, 9500 Wil SG";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Socar

Route de la Gruyère 4, 1723 Marly";Bleifrei;18.04.2022;1,920 sFr;1,830 sFr;1
"Coop Pronto

Route de la Gruyère 15, 1723 Marly";Bleifrei;18.04.2022;1,920 sFr;1,830 sFr;1
"Agrola

Route de Chesalles 3, 1723 Marly";Bleifrei;18.04.2022;1,920 sFr;1,830 sFr;1
"Coop Pronto

rte Etagnières, 1037 Etagnières";Bleifrei;18.11.2022;1,920 sFr;1,860 sFr;1
"Agrola

Industriestr. 6, 6313 Menzingen";Bleifrei;06.11.2022;1,920 sFr;1,860 sFr;1
"Agrola

Avenue du Simplon 47, 1890 St-Maurice";Bleifrei;18.04.2022;1,920 sFr;1,830 sFr;1
"Mini Prix

Route du Grand-Saint-Bernard 17, 1880 Bex";Bleifrei;18.04.2022;1,920 sFr;1,830 sFr;1
"Eni

Avenue du Simplon 39, 1890 St-Maurice";Bleifrei;18.04.2022;1,920 sFr;1,830 sFr;1
"Anstalt H + H Altenöder

Eschnerstrasse 33, 9487 Gamprin-Bendern";Bleifrei;12.02.2022;1,920 sFr;1,990 sFr;1
"Ruedi Rüssel

Unterdorf 10, 6170 Schüpfheim";Bleifrei;12.04.2022;1,920 sFr;1,830 sFr;1
"FS-Tankstelle

Alte Bahnhofstr. 9, 5610 Wohlen AG";Bleifrei;09.03.2022;1,920 sFr;1,630 sFr;1
"Amag AG Davos

Talstrasse 22, 7270 Davos Platz";Bleifrei;06.11.2022;1,920 sFr;1,860 sFr;1
"BP

Ebnaterstr. 63, 9630 Wattwil";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Avia

Wolfikon 73, 9533 Kirchberg SG";Bleifrei;16.11.2022;1,920 sFr;1,860 sFr;1
"BP

Kirchbergerstr. 36, 9534 Gähwil";Bleifrei;16.11.2022;1,920 sFr;1,860 sFr;1
"Agrola

Wilerstr. 87, 9630 Wattwil";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Coop Pronto

Talstrasse 28e, 7270 Davos Platz";Bleifrei;06.11.2022;1,920 sFr;1,860 sFr;1
"station Agip

bd Arc-en-Ciel 37, 1030 Bussigny-Lausanne";Bleifrei;18.11.2022;1,920 sFr;1,860 sFr;1
"Euro Service

Via Colombera 50, 6987 Caslano";Bleifrei;21.03.2022;1,920 sFr;1,820 sFr;1
"Euro Service

Via Cantonale 18, 6987 Caslano";Bleifrei;21.03.2022;1,920 sFr;1,820 sFr;1
"Eni

Via Cantonale, 6983 Magliaso";Bleifrei;21.03.2022;1,920 sFr;1,820 sFr;1
"Coop Pronto

Via Cantonale 12, 6983 Magliaso";Bleifrei;21.03.2022;1,920 sFr;1,820 sFr;1
"Agrola

Lütisburgerstr., 9243 Jonschwil";Bleifrei;16.11.2022;1,920 sFr;1,860 sFr;1
"Agrola

Bischofszellerstr. 45, 9200 Gossau SG";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Avia

Im Dorf 14, 9245 Oberbüren";Bleifrei;16.11.2022;1,920 sFr;1,860 sFr;1
"MS Oil

Bischofszellerstr. 61;, 9200 Gossau SG";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Coop Pronto

 Bischofszellerstr. 303, 9212 Arnegg";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"BP

Bischofszellerstr. 315, 9212 Arnegg";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Avia

Sulgerstr. 41, 9220 Bischofszell";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Eni

Bahnhofstrasse 170, 9244 Niederuzwil";Bleifrei;16.11.2022;1,920 sFr;1,860 sFr;1
"Migrol

Seestrasse 109, 3800 Unterseen";Bleifrei;12.04.2022;1,920 sFr;1,830 sFr;1
"Coop Pronto

Wilerstr. 210, 9500 Wil SG";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"BP

Herisauerstrasse 89, 9200 Gossau";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"COOP Pronto

En Milavy 2, 1580 Avenches";Bleifrei;22.11.2022;1,920 sFr;1,860 sFr;1
"BP

St. Dionys 9, 8645 Rapperswil-Jona";Bleifrei;17.10.2022;1,920 sFr;1,890 sFr;1
"Cuendet Energies SA

Hadimand 81, 1400 Yverdon-les-Bains";Bleifrei;29.09.2022;1,920 sFr;1,880 sFr;1
"Auto Steiger

Wiese 39, 8767 Elm";Bleifrei;16.11.2022;1,920 sFr;1,860 sFr;1
"Avia

Luzernerstr. 56, 6010 Kriens";Bleifrei;06.11.2022;1,920 sFr;1,860 sFr;1
"Coop

Alpsteinstr. 26, 9100 Herisau";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Restoroute de la Gruyère

Restoroute de la Gruyère, 1644 Avry-devant-Pont";Bleifrei;28.10.2022;1,920 sFr;1,890 sFr;1
"Migrol

Ackerstr. 47, 8610 Uster";Bleifrei;25.09.2022;1,920 sFr;1,860 sFr;1
"BP Tankstelle Ricken

Rapperswilerstr. 17, 8726 Ricken";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Coop

Wilerstr. 48, 9630 Wattwil";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Coop

Rueti, 9469 Haag (Rheintal)";Bleifrei;12.02.2022;1,920 sFr;1,990 sFr;1
"Abderhalden AG

Wilerstr. 144, 9620 Lichtensteig";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Avia

Alpsteinstr. 38, 9100 Herisau";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Agrola

, 7450 Tiefencastel";Bleifrei;16.10.2022;1,920 sFr;1,890 sFr;1
"Avia

Staatsstr. 16, 9246 Niederbüren";Bleifrei;16.11.2022;1,920 sFr;1,860 sFr;1
"Gaillard SA

rte de Gruyère 10, 1723 Marly";Bleifrei;18.04.2022;1,920 sFr;1,830 sFr;1
"Dosch Garage AG Chur

Kasernenstr. 139, 7000 Chur";Bleifrei;16.10.2022;1,920 sFr;1,890 sFr;1
"Agrola

Bahnhofstr. 42, 8636 Wald ZH";Bleifrei;23.11.2022;1,920 sFr;1,860 sFr;1
"Agrola

Hochdorfstr. 9, 6275 Ballwil";Bleifrei;20.11.2022;1,920 sFr;1,860 sFr;1
"Avia

Bernstr. 13 , 4923 Wynau";Bleifrei;04.09.2022;1,920 sFr;1,790 sFr;1
"Avia

Neuenkirch-West / A2, 6206 Neuenkirch";Bleifrei;03.12.2022;1,919 sFr;1,909 sFr;1
"Coop

Essanestr. 739, 9492 Eschen";Bleifrei;12.02.2022;1,910 sFr;1,980 sFr;1
"Auto Pfister AG

Cho d'Punt, 7503 Samedan";Bleifrei;16.10.2022;1,910 sFr;1,880 sFr;1
"Shell Würenlos

Raststätte A1 Bern - Zürich, 5436 Würenlos";Bleifrei;10.12.2022;1,910 sFr;1,910 sFr;1
"Shell

Neudorfstr. 102, 7430 Thusis";Bleifrei;16.10.2022;1,910 sFr;1,880 sFr;1
"Coop Pronto

Surentalstr., 6210 Sursee";Bleifrei;16.10.2022;1,910 sFr;1,880 sFr;1
"Eni

Kantonsstr. 73, 6234 Triengen";Bleifrei;15.10.2022;1,910 sFr;1,880 sFr;1
"Coop Pronto

Wilerstrasse 100, 8370 Sirnach";Bleifrei;13.10.2022;1,910 sFr;1,880 sFr;1
"Eni

Kasernenstr. 159, 7000 Chur";Bleifrei;16.10.2022;1,910 sFr;1,880 sFr;1
"Coop

Via Stazione 33, 6593 Cadenazzo";Bleifrei;25.11.2022;1,910 sFr;1,900 sFr;1
"Socar

Deutschestr. 5, 7000 Chur";Bleifrei;16.10.2022;1,910 sFr;1,880 sFr;1
"Tamoil 

Allmeindstr. 2, 8716 Schmerikon";Bleifrei;17.10.2022;1,910 sFr;1,880 sFr;1
"Agrola

Tristr. 1, 7000 Chur";Bleifrei;16.10.2022;1,910 sFr;1,880 sFr;1
"Avia

Julierstr., 7454 Rona";Bleifrei;16.10.2022;1,910 sFr;1,880 sFr;1
